ID,REGION,PEOPL,HHINC,AVG_EDU_LVL,AVG_AGE,CHLDRN_LT_20,OTHR_INCM_SRC,RSDNC,NUM_YEARS_US,NUM_IN_ARMY,TOTAL_NUM_JOBS_HHLD,OWNS_HOUSE
4395,2,1,"$13,800",3,77,0,0,0,77,0,1,1
4400,2,2,"$125,000",5,51,0,0,0,51,0,1,1
4402,2,1,"$40,000",3,51,0,0,1,51,0,1,1
4404,2,1,"$35,580",3,55,0,0,0,55,1,1,1
4406,2,2,"$34,000",8,71,0,0,0,71,1,1,1
4410,2,2,"$76,275",9,57,0,0,0,57,1,2,1
4412,2,2,"$60,000",5,72,0,0,0,72,1,2,1
4420,2,1,"$13,950",6,73,0,1,0,73,0,1,1
4422,2,1,"$50,000",6,30,0,0,0,30,1,1,0
4423,2,1,"$11,725",2,77,0,0,0,77,0,1,1
4424,2,3,"$18,000",3,33,1,0,1,33,1,1,1
4426,2,2,"$54,000",3,41,0,0,1,41,0,2,1
4428,2,1,"$21,922",3,58,0,0,0,58,0,1,1
4429,2,2,"$73,600",6,35,0,0,0,35,0,4,1
4432,2,4,"$59,500",3,32,2,0,0,32,0,3,1
4433,2,2,"$32,995",7,29,1,0,0,29,0,1,0
4439,2,1,"$12,000",2,69,0,0,0,69,1,1,1
4442,2,7,"$32,152",3,31,5,2,1,31,0,6,1
4446,2,1,"$8,000",7,65,0,0,0,65,0,0,1
4448,2,4,"$15,306",3,32,2,0,0,32,0,3,1
4449,2,2,"$81,665",3,46,0,1,0,46,0,2,1
4453,2,2,"$64,713",3,52,0,0,0,52,0,2,1
4459,2,3,"$75,000",8,49,1,0,0,49,0,2,1
4462,2,1,"$3,200",6,46,0,0,0,46,0,1,0
4464,2,1,"$32,000",3,33,0,0,0,33,0,1,0
4465,2,1,"$12,000",6,85,0,0,0,85,0,1,0
4468,2,4,"$68,000",5,38,1,0,1,38,2,3,1
4472,2,1,"$21,000",8,47,0,0,0,47,0,1,0
4481,2,2,"$18,300",5,69,0,0,1,69,1,2,1
4482,2,2,"$10,000",3,48,0,0,0,48,0,3,1
4483,2,1,"$10,000",8,50,0,0,0,50,0,0,1
4487,2,2,"$52,000",6,64,0,0,0,64,2,2,1
4489,2,6,"$200,000",8,43,4,1,1,43,0,2,1
4492,2,1,"$18,000",8,46,0,0,0,46,0,1,0
4495,2,3,"$67,847",5,41,1,0,0,41,0,1,1
4496,2,1,"$17,814",3,76,0,0,0,76,0,1,1
4498,2,2,"$26,000",3,73,0,0,0,73,1,1,0
4503,2,2,"$84,930",9,50,0,0,1,50,0,2,1
4509,2,3,"$45,000",7,27,1,0,0,27,0,2,0
4510,2,1,"$15,600",3,42,0,0,0,42,0,1,0
4513,2,3,"$20,263",5,29,1,0,0,23,0,2,0
4516,2,1,"$78,000",7,47,0,0,0,47,1,1,1
4519,2,1,"$30,600",6,48,0,0,0,48,0,1,0
4527,2,2,"$21,000",3,49,0,0,0,49,1,1,1
4529,2,2,"$42,200",7,51,0,0,0,51,0,2,1
4532,2,6,"$112,929",5,37,3,0,1,37,0,2,1
4534,2,2,"$24,000",3,61,0,0,0,61,1,3,1
4537,2,2,"$42,344",5,62,0,2,0,62,0,4,1
4540,2,3,"$75,000",7,40,1,0,0,40,0,4,1
4541,2,2,"$84,000",7,34,0,1,0,34,0,2,1
4543,2,3,"$42,000",3,35,1,0,0,35,0,2,1
4547,2,1,"$28,074",2,54,0,0,0,54,0,1,1
4550,2,2,"$73,000",3,55,0,0,0,55,0,2,1
4556,2,2,"$115,000",5,57,0,0,0,57,1,2,1
4557,2,1,"$5,000",1,60,0,0,0,28,0,1,1
4564,2,1,"$29,000",6,67,0,0,0,72,0,1,1
4567,2,3,"$110,000",4,51,0,0,0,51,0,3,1
4569,2,1,"$29,000",8,77,0,0,0,77,0,1,1
4572,2,3,"$20,452",3,38,2,0,0,38,0,1,0
4574,2,6,"$67,500",5,39,4,0,0,39,0,2,0
4580,2,2,"$57,000",5,44,0,0,0,44,1,1,1
4582,2,4,"$27,000",6,30,2,0,0,30,0,2,1
4583,2,2,"$49,000",6,51,0,0,0,51,1,2,1
4587,2,2,"$6,216",3,45,0,0,0,45,1,0,0
4588,2,2,"$47,200",6,44,0,0,0,44,0,1,1
4593,2,1,"$7,668",1,75,0,0,0,75,1,1,1
4596,2,1,"$17,000",3,73,0,0,0,73,1,1,1
4600,2,2,"$42,300",8,71,0,0,0,71,1,2,0
4602,2,2,"$35,760",8,68,0,1,0,68,1,3,1
4608,2,1,"$7,032",6,58,0,0,0,58,1,0,0
4609,2,4,"$36,866",5,38,2,0,0,38,0,2,1
4621,2,5,"$50,000",3,25,3,0,0,25,0,1,1
4623,2,3,"$110,000",6,58,1,0,0,46,0,1,1
4631,2,4,"$72,000",6,29,2,0,0,29,0,1,1
4638,2,2,"$48,000",4,67,0,0,0,67,1,2,1
4640,2,2,"$31,200",3,36,0,0,0,36,0,1,1
4641,2,1,"$6,996",1,76,0,0,0,76,0,0,0
4651,2,2,"$72,500",6,50,0,0,0,50,1,2,1
4656,2,5,"$60,000",7,35,3,0,0,35,1,2,0
4658,2,2,"$50,624",6,56,0,0,0,30,0,2,1
4665,2,1,"$37,000",2,53,0,0,0,53,0,1,1
4667,2,3,"$24,600",3,47,1,0,0,47,1,2,1
4668,2,2,"$71,642",6,55,0,0,0,55,1,2,1
4670,2,4,"$75,000",3,36,2,0,1,36,0,2,1
4672,2,2,"$62,686",6,76,0,0,0,76,0,1,1
4673,2,6,"$20,000",5,33,4,0,0,33,1,2,0
4674,2,3,"$50,000",3,33,2,0,1,33,0,0,1
4684,2,5,"$95,920",6,31,2,0,0,31,0,3,1
4687,2,3,"$52,200",5,37,1,0,0,37,0,2,1
4690,2,2,"$39,960",8,80,0,0,0,80,0,2,0
4695,2,2,"$36,000",5,82,0,0,0,82,1,1,1
4701,2,6,"$20,205",2,34,4,0,0,,0,1,0
4702,2,2,"$57,500",8,56,1,0,0,56,1,1,1
4706,2,1,"$60,000",8,58,0,0,0,58,1,1,1
4707,2,4,"$70,000",2,32,2,1,0,32,0,4,1
4710,2,1,$150,6,65,0,0,0,65,0,1,1
4712,2,3,"$32,000",5,22,1,0,0,22,0,2,1
4717,2,2,"$40,000",6,47,0,0,0,47,1,2,1
4718,2,1,"$7,000",2,74,0,0,0,74,0,1,1
4725,2,2,"$60,000",5,53,0,0,0,53,0,1,1
4727,2,4,"$100,000",9,35,2,0,0,35,0,2,1
4730,2,2,"$17,000",2,65,0,0,0,65,2,2,1
4745,2,2,"$32,400",3,31,1,0,0,31,0,1,1
4746,2,1,"$34,843",3,49,0,0,0,49,1,1,1
4748,2,1,"$31,822",8,68,0,0,0,68,0,1,1
4760,2,1,"$8,555",3,58,0,0,0,58,0,1,1
4764,2,6,"$55,349",3,32,4,2,0,32,0,5,1
4766,2,1,"$20,000",3,64,0,0,0,64,1,1,1
4768,2,2,"$29,847",5,73,0,0,0,73,1,2,1
4769,2,2,"$42,500",3,50,0,0,0,50,0,1,1
4774,2,2,"$42,000",3,74,0,0,0,74,1,2,1
4778,2,5,"$48,000",8,41,3,0,0,41,0,2,1
4780,2,1,"$28,284",2,53,0,0,0,53,0,1,1
4785,2,3,"$25,000",5,38,1,0,1,38,0,2,1
4786,2,1,"$30,000",2,51,0,0,0,51,1,1,0
4787,2,2,"$125,000",5,63,0,0,0,63,0,4,1
4788,2,4,"$47,823",3,39,2,0,0,39,0,3,0
4789,2,2,"$24,940",2,70,0,0,0,70,1,2,1
4791,2,2,"$130,000",6,34,1,0,0,34,0,1,0
4794,2,1,"$60,000",8,30,0,0,0,30,0,1,0
4795,2,1,"$7,917",6,57,0,0,0,57,0,0,1
4803,2,4,"$74,218",8,32,2,0,1,32,1,9,1
4807,2,1,"$22,309",2,78,0,0,0,78,0,0,1
4812,2,1,"$32,000",3,72,0,0,0,72,0,1,1
4818,2,2,"$127,135",8,55,0,0,0,55,1,2,1
4820,2,1,"$27,834",6,55,0,0,0,55,0,1,1
4822,2,2,"$56,900",6,61,0,0,0,61,1,2,1
4826,2,1,"$12,000",3,69,0,0,0,69,1,1,1
4827,2,4,"$3,880",2,30,3,0,0,30,0,2,0
4829,2,2,"$44,836",6,60,0,0,0,60,0,2,1
4830,2,2,"$69,234",3,56,0,0,1,56,0,2,1
4834,2,3,"$19,568",5,54,2,0,0,54,1,0,0
4836,2,3,"$27,000",7,26,1,0,0,26,1,2,0
4837,2,4,"$44,255",5,36,2,0,0,36,0,2,0
4839,2,2,"$25,000",5,58,0,0,0,58,0,1,0
4846,2,1,"$31,332",6,79,0,0,0,79,0,1,1
4851,2,4,"$120,000",5,31,3,1,0,31,0,2,1
4855,2,1,"$25,377",3,62,0,0,0,62,0,1,0
4859,2,4,"$70,000",4,36,2,0,0,36,1,2,1
4860,2,1,"$35,000",5,39,0,0,0,39,0,1,1
4868,2,1,"$10,000",3,60,0,0,1,60,0,1,1
4871,2,3,"$60,000",4,36,0,0,0,36,0,3,1
4874,2,4,"$42,000",7,40,2,0,0,40,1,2,0
4875,2,5,"$106,400",5,36,3,0,1,36,0,2,1
4880,2,2,"$30,000",5,59,0,0,0,50,1,2,1
4885,2,2,"$28,000",5,22,0,0,0,22,0,2,1
4895,2,2,"$49,257",6,68,0,0,0,68,1,2,1
4899,2,2,"$26,000",3,52,1,0,0,38,0,1,0
4902,2,2,"$156,000",10,56,0,0,0,56,0,3,1
4905,2,1,"$19,200",4,37,0,1,0,37,,2,S
4912,2,1,"$17,450",6,79,0,0,0,79,0,1,1
4914,2,1,"$21,870",6,69,0,0,1,69,1,0,0
4924,2,4,"$60,197",5,34,1,0,0,34,0,3,1
4926,2,3,"$118,000",10,49,1,1,0,49,0,3,1
4927,2,1,"$18,000",2,80,0,0,0,80,0,1,1
4928,2,2,"$50,000",6,61,0,0,0,61,0,2,1
4933,2,4,"$70,000",5,40,2,0,0,40,0,2,1
4934,2,4,"$134,599",7,39,2,1,1,39,0,3,1
4942,2,5,"$90,000",8,49,3,0,0,49,0,3,1
4945,2,3,"$40,000",4,28,2,0,0,28,0,1,1
4946,2,2,"$51,238",6,68,0,0,0,68,0,2,S
4947,2,2,"$21,600",3,66,0,0,0,66,1,0,1
4952,2,2,"$36,000",5,57,0,0,0,57,0,0,1
4953,2,1,"$15,600",4,63,0,0,0,63,0,0,0
4954,2,2,"$15,000",7,24,1,0,0,24,0,1,0
4956,2,5,"$45,000",2,25,4,0,0,25,0,3,1
4962,2,1,"$14,905",6,64,0,0,0,64,0,1,1
4968,2,1,"$19,000",3,42,0,0,0,42,1,1,0
4971,2,1,"$42,988",6,66,0,0,0,66,0,1,1
4973,2,1,"$29,000",6,28,0,0,0,28,0,1,0
4975,2,1,"$18,000",7,44,0,0,0,44,1,1,1
4976,2,3,"$43,000",5,41,1,0,0,41,1,1,1
4979,2,3,"$67,000",5,36,1,0,0,36,1,4,1
4980,2,2,"$34,965",8,83,0,0,0,83,1,1,1
4981,2,1,"$22,000",6,59,0,0,0,59,1,1,1
4982,2,2,"$67,700",8,63,0,0,0,63,1,3,1
4983,2,2,"$62,000",8,57,0,0,0,57,1,2,1
4984,2,1,"$42,000",8,46,0,0,0,46,0,1,1
4986,2,1,"$27,000",3,77,0,0,0,77,0,1,1
4987,2,3,"$17,000",3,33,0,0,0,33,0,1,1
4988,2,2,"$24,800",8,52,0,0,0,52,2,0,0
4989,2,1,"$17,000",6,71,0,0,1,71,0,1,1
5000,2,2,"$38,000",5,76,0,0,0,76,1,2,1
5001,2,1,"$10,000",2,78,0,0,0,78,0,1,1
5006,2,2,"$20,000",3,67,0,0,0,67,0,2,1
5007,2,2,"$28,000",4,49,0,0,0,49,0,2,1
5010,2,2,"$62,023",6,60,0,0,0,60,1,2,1
5019,2,2,"$80,000",8,64,0,0,0,64,0,1,1
5020,3,2,"$78,000",8,55,0,0,1,55,1,2,1
5021,2,2,"$27,265",3,61,0,0,0,61,0,0,1
5022,2,1,"$30,000",9,48,0,0,0,48,0,3,1
5023,2,1,"$8,604",6,53,0,0,0,56,0,0,0
5025,2,1,"$8,760",8,90,0,0,0,90,0,0,0
5030,2,1,"$37,200",5,79,0,0,1,79,1,2,1
5031,2,1,"$27,484",6,56,0,0,0,56,0,2,1
5032,2,1,"$54,000",8,49,0,0,0,49,0,1,1
5036,2,6,"$43,800",3,31,4,1,0,31,0,1,1
5037,2,2,"$5,831",6,34,0,0,0,34,0,2,0
5042,2,1,"$17,000",6,65,0,0,0,65,1,1,1
5044,2,1,"$20,000",2,79,0,0,0,79,0,1,1
5045,2,2,"$54,261",3,66,0,0,0,66,1,2,1
5054,2,4,"$68,000",3,27,2,0,0,27,0,2,1
5057,2,3,"$25,000",4,44,0,0,0,44,1,2,0
5058,2,4,"$18,929",4,24,2,0,0,24,0,2,1
5062,2,1,"$50,000",9,66,0,0,0,66,0,0,1
5066,2,1,"$40,000",5,53,0,0,0,53,1,0,0
5067,2,2,"$24,148",4,70,0,0,0,70,2,1,1
5088,2,3,"$10,635",5,31,1,0,0,31,0,3,0
5089,2,1,"$30,000",3,25,0,0,0,25,0,1,0
5093,2,1,"$30,000",6,62,0,0,D,62,0,0,1
5097,2,4,"$13,000",5,22,2,0,0,14,0,1,0
5103,2,4,"$56,000",6,38,2,0,0,38,0,1,1
5105,2,1,"$40,000",8,33,0,1,0,33,0,2,1
5111,2,2,"$50,000",8,61,0,0,0,61,1,1,1
5113,2,4,"$55,000",3,31,2,0,0,31,1,1,1
5116,2,2,"$20,000",7,72,0,0,0,72,1,2,1
5118,2,1,"$50,000",6,58,0,0,0,58,0,1,1
5119,2,2,"$99,246",7,54,0,0,0,54,1,2,0
5125,2,3,"$85,000",6,40,0,0,1,40,1,2,1
5126,2,3,"$117,000",7,36,1,0,0,36,0,2,1
5130,2,2,"$25,000",5,64,0,0,1,64,1,2,1
5133,2,2,"$65,000",3,51,0,0,0,51,1,2,1
5138,2,2,"$28,800",9,74,0,0,1,74,0,2,1
5144,2,3,"$20,000",6,54,1,0,0,54,0,1,1
5145,2,1,"$23,685",8,38,0,0,0,38,0,1,1
5158,2,4,"$68,500",5,41,2,0,0,41,1,2,1
5160,2,1,"$22,417",7,68,0,0,0,68,0,1,1
5165,2,2,"$55,000",9,66,0,0,0,66,1,2,1
5168,2,2,"$22,200",2,81,0,0,0,81,1,2,1
5178,2,2,"$50,000",4,27,0,0,0,27,0,2,0
5179,2,3,"$38,307",5,54,0,0,0,54,0,2,1
5183,2,1,"$19,380",6,65,0,0,0,65,0,0,0
5192,2,1,"$23,471",5,66,0,0,0,66,0,1,1
5202,2,2,"$39,985",3,51,0,0,0,51,0,1,0
5204,2,4,"$80,000",6,35,2,0,0,35,0,7,1
5211,2,2,"$40,001",6,77,0,0,0,77,1,2,1
5214,2,3,"$72,889",3,44,1,0,0,44,0,2,1
5221,2,3,"$11,716",6,32,2,0,0,32,0,0,0
5223,2,2,"$42,933",6,70,0,0,0,70,0,0,1
5228,2,1,"$8,200",8,23,0,0,0,23,1,1,0
5229,2,2,"$141,913",9,60,0,1,0,60,1,8,1
5231,2,2,"$24,000",8,63,0,0,0,63,1,2,1
5234,2,2,"$90,000",8,51,0,0,0,51,0,2,1
5236,2,1,"$3,625",7,30,0,0,0,30,0,1,1
5238,2,2,"$27,700",6,36,1,0,0,36,0,2,0
5241,2,2,"$24,532",3,67,0,0,0,67,1,1,1
5253,2,2,"$28,000",4,63,0,0,1,63,1,1,1
5261,2,3,"$33,000",2,40,1,0,0,40,0,1,0
5264,2,3,"$70,000",6,32,1,0,0,32,1,2,1
5265,2,1,$800,2,18,1,0,0,18,,1,1
5266,2,3,"$24,000",5,25,2,0,0,25,0,1,0
5267,2,3,"$48,653",7,48,1,0,0,48,1,2,1
5274,2,2,"$135,000",7,56,0,0,1,56,0,1,1
5277,2,1,"$10,000",3,73,0,0,0,73,0,1,1
5278,2,4,"$75,000",3,44,1,0,0,44,1,3,1
5282,2,2,"$15,600",6,61,0,0,0,61,0,1,1
5284,2,2,"$20,000",9,69,0,0,0,69,1,1,1
5286,2,2,"$24,000",5,43,0,0,0,43,0,2,1
5287,2,1,"$51,800",9,55,0,0,0,55,0,1,1
5289,2,2,"$33,000",4,53,0,0,0,53,1,1,1
5298,2,3,"$30,500",6,49,1,0,0,49,0,2,0
5301,2,4,"$15,798",2,23,2,0,0,9,0,2,0
5305,2,2,"$35,741",3,72,0,0,0,72,0,2,1
5306,2,1,"$12,000",3,89,0,0,0,89,0,1,1
5308,2,1,"$25,000",7,47,0,1,0,47,0,1,0
5309,2,7,"$66,580",5,33,5,0,0,33,2,2,1
5314,2,2,"$24,736",3,32,1,0,0,32,0,1,0
5316,2,4,"$16,338",3,33,2,0,0,33,0,0,0
5321,2,5,"$65,000",3,37,3,0,0,37,0,2,1
5322,2,4,"$90,000",5,37,2,0,0,37,1,2,1
5323,2,4,"$60,000",3,33,2,0,1,33,0,3,0
5334,2,1,"$22,000",6,50,0,0,0,50,0,2,1
5345,2,2,"$60,000",8,45,1,0,0,45,0,1,1
5347,2,2,"$25,000",3,67,0,0,1,67,1,2,1
5352,2,2,"$36,858",3,57,0,0,1,57,0,0,1
5356,2,1,"$71,449",7,47,0,0,0,47,0,1,1
5357,2,5,"$79,000",3,30,2,0,0,30,1,3,1
5359,2,2,"$35,000",7,73,0,0,0,73,1,2,1
5364,2,2,"$14,804",3,22,0,0,0,22,0,2,0
5365,4,2,"$63,422",9,56,0,0,1,56,1,1,1
5373,2,2,"$65,000",9,58,0,2,0,58,0,2,1
5377,2,2,"$38,000",6,55,0,0,0,55,2,0,1
5380,2,2,"$29,900",9,58,0,1,0,58,1,3,1
5389,2,2,"$23,296",3,78,0,0,0,78,0,1,1
5390,2,3,"$52,000",3,38,1,0,0,38,0,2,1
5396,2,1,"$30,580",3,32,0,0,0,32,0,1,0
5397,2,3,"$55,000",10,28,1,0,0,28,0,3,0
5399,2,1,"$26,000",8,75,0,0,0,75,1,1,0
5401,2,3,"$47,000",6,30,2,0,0,30,0,2,1
5402,2,2,"$78,055",3,54,0,0,0,54,0,1,1
5406,2,1,"$9,600",3,66,0,0,1,66,0,1,1
5410,2,4,"$7,356",4,31,3,0,1,31,0,1,1
5412,2,2,"$59,000",9,53,0,0,0,53,0,2,1
5413,2,4,"$30,609",3,41,2,0,0,41,1,2,1
5417,2,3,"$58,000",6,42,1,1,0,42,0,4,1
5421,2,4,"$92,500",9,37,2,0,1,37,0,2,1
5422,2,7,"$22,000",3,29,5,0,0,29,1,3,1
5423,2,3,"$65,000",4,38,1,0,0,38,0,2,1
5425,2,2,"$32,512",5,79,0,0,0,80,1,2,1
5426,2,2,"$54,000",5,50,0,0,0,50,1,2,1
5430,2,3,"$22,000",6,27,1,0,0,17,0,2,0
5434,2,4,"$54,400",6,34,1,2,0,34,0,11,1
5437,2,2,"$54,960",3,55,0,0,0,55,1,2,1
5439,2,1,"$42,000",3,52,0,0,0,52,0,1,1
5444,2,4,"$97,000",6,37,2,0,0,37,0,2,1
5448,2,3,"$54,900",3,46,0,0,0,46,1,2,1
5450,2,1,"$41,000",2,61,0,0,0,61,1,1,1
5451,2,2,"$17,221",2,75,0,0,0,75,1,0,1
5453,2,4,"$16,976",5,46,1,0,0,46,0,1,1
5456,2,3,"$28,284",5,38,0,0,0,38,0,2,0
5457,2,1,"$6,372",6,67,0,0,0,67,0,1,0
5466,2,1,"$26,000",7,36,0,0,0,36,0,1,0
5471,2,2,"$48,000",8,41,0,1,0,41,1,6,1
5472,2,3,"$63,535",6,41,0,0,0,41,1,3,1
5475,2,1,"$6,300",3,40,0,0,0,40,0,0,0
5487,2,2,"$65,112",7,69,0,0,0,69,1,2,1
5488,2,2,"$56,400",3,56,0,0,0,56,0,0,1
5490,2,1,"$18,407",6,75,0,0,0,75,0,1,1
5492,2,5,"$63,800",6,42,2,0,1,42,0,3,1
5493,2,4,"$70,000",3,31,2,1,0,31,0,3,1
5497,2,2,"$31,992",3,81,0,0,0,81,1,2,1
5514,2,3,"$90,900",3,37,1,0,0,37,1,2,1
5517,2,2,"$35,000",5,74,0,0,0,74,1,2,1
5519,2,2,"$27,108",7,73,0,0,0,73,1,1,1
5520,2,2,"$43,000",5,42,0,0,0,42,1,2,1
5521,2,2,"$12,120",6,50,1,0,0,50,0,0,0
5524,2,3,"$77,120",3,63,0,0,0,63,2,4,1
5529,2,3,"$57,192",8,38,2,0,0,38,0,0,1
5533,2,2,"$44,900",3,57,0,0,1,57,1,2,1
5535,2,2,"$156,500",8,38,0,0,1,37,0,2,1
5537,2,4,"$34,000",4,55,0,0,0,55,1,3,1
5538,2,4,"$102,253",6,38,2,0,0,38,0,3,1
5541,2,2,"$42,019",5,59,0,0,0,53,0,2,1
5543,2,3,"$74,000",9,39,1,0,0,39,0,2,1
5545,2,2,"$40,000",7,32,0,0,0,32,0,2,0
5548,2,1,"$38,300",7,26,0,0,0,26,0,1,0
5552,2,1,"$23,000",3,79,0,0,0,81,0,0,1
5556,2,3,"$52,000",3,51,1,0,0,51,0,2,1
5560,2,2,"$99,000",9,50,0,0,0,50,1,2,0
5566,2,5,"$33,219",3,29,3,0,0,29,0,2,1
5573,2,1,"$13,000",5,64,0,0,0,64,0,1,0
5576,2,2,"$59,400",3,49,0,0,0,49,0,2,1
5578,2,2,"$50,472",8,71,0,0,0,71,1,2,1
5582,2,1,"$29,000",3,34,0,0,0,34,0,1,1
5585,2,3,"$44,000",6,27,1,0,0,27,0,2,1
5589,2,1,"$7,800",3,48,0,0,0,48,0,1,0
5598,2,2,"$85,000",4,57,0,0,0,57,0,3,1
5602,2,2,"$33,000",6,80,0,0,0,80,1,2,1
5611,3,4,"$56,031",3,31,2,0,1,31,0,2,1
5612,2,4,"$12,302",4,23,2,0,0,23,0,2,1
5615,2,2,"$82,200",3,57,0,0,0,57,1,2,1
5616,2,2,"$63,000",5,48,0,1,0,39,0,1,1
5618,2,2,"$23,484",3,76,0,0,0,76,0,1,1
5626,2,2,"$37,200",2,47,0,0,0,47,0,1,1
5627,2,4,"$8,400",3,42,2,0,1,42,0,2,1
5630,2,2,"$2,000",6,39,0,0,0,39,1,3,1
5635,2,5,"$35,000",5,36,3,0,0,36,1,3,0
5636,2,1,"$46,568",9,56,0,0,0,56,0,0,1
5637,2,1,"$21,600",6,63,0,0,0,63,1,1,1
5641,2,2,"$40,000",6,23,0,0,0,23,0,2,0
5642,2,2,"$86,500",8,52,0,0,1,52,0,2,1
5644,2,2,"$60,000",7,56,0,0,0,56,1,2,0
5649,2,3,"$16,938",2,30,2,0,0,30,0,0,0
5651,2,5,"$50,000",2,27,3,0,0,27,0,4,1
5654,2,4,"$57,620",6,32,2,0,0,32,0,2,1
5661,2,2,"$89,402",10,48,0,0,0,48,0,2,1
5662,2,2,"$15,000",3,70,0,0,0,70,1,2,0
5665,2,2,"$80,000",7,45,0,0,0,45,0,2,1
5666,2,4,"$45,000",6,29,1,0,0,29,0,2,1
5668,2,2,"$23,800",8,41,0,0,0,41,0,1,1
5670,2,2,"$71,000",3,48,0,0,0,48,1,2,0
5672,2,3,"$9,421",3,22,1,0,0,22,0,2,0
5677,2,2,"$18,384",3,68,0,0,0,68,1,2,1
5678,2,5,"$32,000",3,34,3,2,0,34,0,6,1
5684,2,4,"$19,000",5,31,2,1,0,31,1,1,0
5688,2,1,"$16,800",3,77,0,0,0,77,0,0,0
5694,2,5,"$53,000",6,40,3,0,0,40,1,2,1
5698,2,3,"$46,000",5,53,0,0,1,53,1,3,1
5707,2,1,"$38,687",7,53,0,1,1,53,0,2,1
5713,2,4,"$23,400",3,26,2,0,0,26,0,2,0
5716,4,2,"$100,000",9,62,0,0,1,62,1,2,1
5718,2,4,"$9,764",4,27,3,0,0,27,0,1,1
5723,2,2,"$63,953",9,66,0,0,0,66,1,3,1
5725,2,3,"$60,000",3,34,1,0,0,34,0,2,1
5727,2,2,"$106,000",9,55,0,0,0,55,0,2,1
5730,2,2,"$38,000",3,69,0,0,0,69,1,0,1
5732,2,1,"$31,000",3,39,0,0,0,39,0,1,0
5735,2,4,"$70,000",5,32,2,0,0,32,0,2,1
5738,2,2,"$520,000",3,56,0,2,1,56,1,4,1
5741,2,2,"$80,000",6,45,0,0,1,45,0,3,1
5743,2,4,"$72,000",5,29,2,0,0,29,0,2,0
5744,2,2,"$57,422",5,59,0,0,0,59,0,2,1
5745,2,2,"$46,000",8,54,0,0,1,54,0,2,1
5751,2,2,"$90,000",7,63,0,0,0,63,1,2,1
5753,2,1,"$18,099",3,79,0,0,0,79,0,0,1
5757,2,2,"$70,998",3,43,0,0,1,43,0,2,1
5762,2,2,"$34,160",5,67,0,0,1,67,1,2,1
5764,2,2,"$17,580",3,46,1,0,0,46,1,1,0
5777,2,1,"$12,000",7,89,0,0,0,89,0,1,0
5779,2,5,"$78,000",7,39,3,0,0,39,0,2,1
5781,2,1,"$6,000",9,49,0,0,0,49,0,1,0
5782,2,4,"$25,800",5,33,2,0,0,33,0,2,1
5784,2,2,"$160,000",3,55,1,0,0,55,1,1,0
5786,2,2,"$8,136",2,49,0,0,0,49,0,0,0
5787,2,1,"$39,000",3,17,1,0,0,17,,0,0
5791,2,3,"$45,008",3,29,2,0,0,29,0,1,0
5803,2,2,"$6,480",5,86,0,0,0,86,1,2,1
5806,2,3,"$32,000",3,47,0,0,0,48,1,2,1
5807,2,2,"$71,000",8,47,0,0,0,47,0,0,1
5808,2,2,"$48,000",3,60,0,0,0,60,0,0,1
5810,2,1,"$31,000",3,36,0,0,0,36,0,1,1
5811,2,4,"$42,000",5,28,2,0,0,28,0,2,1
5817,2,2,"$56,000",6,62,0,0,0,62,1,2,1
5822,2,3,"$29,000",6,32,1,0,0,32,1,1,0
5825,2,4,"$4,000",2,35,2,1,0,35,0,2,1
5827,2,1,"$6,500",3,71,0,0,0,71,0,1,0
5829,2,4,"$26,600",8,40,2,0,0,40,0,2,1
5838,2,2,"$49,760",6,51,0,0,0,51,0,2,1
5842,2,3,"$115,000",4,35,1,0,0,35,1,4,1
5845,2,2,"$30,000",6,65,0,0,0,65,1,2,1
5846,2,2,$300,4,48,0,1,0,50,0,2,1
5850,2,1,"$34,000",10,53,0,0,0,53,0,1,1
5851,2,2,"$23,000",3,25,1,0,0,25,0,2,1
5853,2,2,"$405,000",7,49,0,2,0,49,0,4,1
5855,2,3,"$40,000",5,23,1,0,0,23,0,2,1
5859,2,2,"$49,000",6,44,0,0,0,44,0,2,1
5862,2,5,"$175,000",10,35,3,1,0,35,0,2,1
5866,2,2,"$106,000",8,56,0,0,0,56,1,2,1
5868,2,2,"$14,400",2,71,0,0,0,71,1,1,1
5869,2,1,"$8,116",1,94,0,0,0,94,0,0,1
5874,2,1,"$22,500",3,45,0,0,0,45,0,1,1
5880,2,2,"$26,000",4,74,0,0,0,74,1,1,1
5884,2,1,"$45,055",3,65,0,0,0,65,0,1,1
5885,2,1,"$15,960",1,72,0,0,0,72,1,1,1
5886,2,2,"$12,000",7,62,0,0,0,62,1,0,1
5888,2,2,"$55,000",7,58,0,0,0,58,1,2,1
5889,2,3,"$46,000",6,35,1,1,0,35,1,2,0
5895,2,2,"$7,788",3,46,0,0,0,46,1,1,0
5897,2,2,"$58,372",4,67,0,1,0,67,1,2,1
5902,2,2,"$39,452",8,65,0,2,0,65,1,5,1
5904,2,2,"$32,216",7,39,0,1,0,39,0,2,1
5905,2,3,"$52,000",5,36,1,0,0,36,2,2,1
5912,2,4,"$40,000",9,36,2,0,0,36,0,2,1
5918,2,1,"$23,288",5,77,0,0,0,77,0,1,1
5920,2,2,"$78,000",5,48,0,0,0,48,0,1,1
5923,2,4,"$61,448",5,34,2,0,0,34,1,3,1
5932,2,2,"$36,850",3,79,0,0,0,79,1,2,1
5933,2,2,"$10,000",4,38,1,0,0,38,0,0,0
