ID,REGION,PEOPL,HHINC,AVG_EDU_LVL,AVG_AGE,CHLDRN_LT_20,OTHR_INCM_SRC,RSDNC,NUM_YEARS_US,NUM_IN_ARMY,TOTAL_NUM_JOBS_HHLD,OWNS_HOUSE
5,1,2,"$140,300",4,48,0,0,0,25,0,1,0
7,1,2,"$130,790",6,58,0,0,0,58,1,2,1
9,1,1,"$60,000",9,73,0,0,0,73,0,1,1
11,1,5,"$74,610",8,42,3,2,0,42,0,3,1
18,1,2,"$45,000",7,25,0,0,0,25,0,2,0
21,1,1,"$27,834",7,55,0,0,0,55,0,1,1
31,1,2,"$50,000",4,62,0,0,1,62,1,2,1
39,1,1,"$14,000",3,23,0,0,0,23,0,1,0
42,1,1,"$30,000",3,80,0,0,0,80,0,1,1
48,1,1,"$35,000",8,56,0,0,0,56,0,3,1
50,1,1,"$45,000",3,31,0,0,0,31,1,1,1
52,1,2,"$32,560",3,66,0,1,1,66,0,2,1
58,1,2,"$163,236",6,47,0,0,0,47,0,2,1
65,1,2,"$25,040",4,85,0,0,0,85,1,2,1
66,1,2,"$226,400",9,71,0,0,1,71,0,2,1
70,1,2,"$37,438",4,35,1,0,0,35,1,1,1
73,1,3,"$43,232",5,19,3,0,0,19,0,2,0
78,1,2,"$162,000",8,52,0,1,1,52,1,3,1
89,1,1,"$28,062",7,40,0,0,0,40,1,4,0
94,1,1,"$32,000",3,19,1,0,0,19,0,2,0
99,1,2,"$36,880",3,71,0,0,0,71,1,2,1
101,1,3,"$70,000",3,38,2,0,0,38,0,1,1
102,1,6,"$115,000",7,42,4,0,1,42,0,1,1
103,1,5,"$97,900",7,38,3,0,0,38,0,2,1
106,1,1,"$43,800",8,80,0,0,0,80,1,1,1
116,1,2,"$47,502",3,59,0,0,0,59,1,2,0
120,1,2,"$42,000",3,63,0,0,0,63,1,2,1
132,1,5,"$21,904",7,43,4,0,0,43,0,1,1
136,1,1,"$15,000",8,24,0,0,0,24,0,1,0
137,1,5,"$65,000",5,40,2,0,0,36,0,3,1
140,1,3,"$30,544",3,37,0,0,0,37,0,3,0
148,1,1,"$12,000",6,68,0,0,0,68,0,1,1
149,1,2,"$65,000",5,56,0,0,0,56,0,2,1
150,1,1,"$28,603",3,43,0,0,0,43,0,4,1
156,1,2,"$82,000",3,45,0,0,1,45,1,3,1
164,1,3,"$62,000",4,37,1,0,0,37,1,2,1
166,1,3,"$68,000",5,26,1,1,0,26,1,2,0
168,1,2,"$23,000",1,32,0,0,0,13,0,2,0
171,1,2,"$142,000",8,65,0,0,1,65,1,2,1
175,1,2,"$67,288",5,60,0,0,0,60,1,3,0
182,1,4,"$30,500",3,37,2,0,1,37,0,3,1
186,1,3,"$61,600",7,38,1,0,0,26,1,4,1
189,1,1,"$26,000",8,27,0,0,0,32,0,1,0
190,1,2,"$6,000",5,63,0,0,0,63,1,2,1
192,1,1,"$50,000",7,56,0,0,0,56,1,0,1
198,1,5,"$94,000",5,32,2,1,0,32,0,3,1
204,2,5,"$183,474",3,29,2,0,0,29,0,4,1
205,2,2,"$80,000",5,53,0,0,0,53,0,2,1
206,2,2,"$65,270",3,58,0,2,0,58,0,2,1
207,2,4,"$1,700",3,30,3,0,0,30,0,1,0
209,2,4,"$25,928",3,53,1,0,0,53,1,1,1
213,2,3,"$44,709",3,40,0,0,0,40,0,3,1
215,2,3,"$135,000",8,34,1,1,0,34,0,2,1
218,2,1,"$26,905",4,76,0,0,0,76,0,0,1
219,2,4,"$27,000",6,32,2,0,0,32,0,2,0
223,2,1,"$28,000",8,70,0,0,0,70,0,1,1
230,2,1,"$110,000",9,59,0,0,0,59,0,1,1
234,2,5,"$37,564",4,27,3,0,0,27,0,6,0
236,2,4,"$42,500",3,29,2,0,0,29,0,2,0
241,2,4,"$50,000",10,39,2,0,0,41,0,3,1
242,2,1,"$12,000",6,66,0,0,0,66,0,2,1
243,2,4,"$52,758",2,35,3,0,1,35,0,3,1
244,2,1,"$40,000",3,54,0,0,0,54,0,1,1
246,2,3,"$192,000",5,61,0,2,0,61,0,5,1
247,2,2,"$289,600",9,74,0,0,0,74,1,2,1
248,2,2,"$11,004",2,65,0,0,0,65,0,0,0
249,2,2,"$112,000",9,59,0,0,0,28,0,2,0
251,2,1,"$12,000",3,62,0,0,0,62,0,1,0
253,2,4,"$48,000",4,54,0,0,1,54,1,1,1
258,2,4,"$60,000",5,26,2,0,0,26,0,2,1
270,2,3,"$6,000",3,55,0,0,0,55,1,1,0
271,2,3,"$71,200",6,61,1,0,0,61,2,2,1
273,2,1,"$11,072",2,60,0,0,0,60,0,0,1
274,2,2,"$34,480",6,50,0,1,0,50,0,2,1
277,2,3,"$36,000",4,30,1,0,0,30,0,3,1
284,2,1,"$15,000",3,38,0,0,0,38,0,1,0
303,2,1,"$26,238",6,87,0,0,0,87,1,0,1
306,2,3,"$84,000",7,39,0,0,0,39,0,1,1
310,2,2,"$68,875",5,63,0,0,1,63,1,1,1
311,2,6,"$40,000",3,31,4,0,0,31,0,2,0
314,2,2,"$5,000",4,36,1,0,0,36,0,0,0
320,2,2,"$26,240",3,42,0,0,0,42,1,2,1
329,2,4,"$65,000",3,29,2,2,0,29,0,2,1
331,2,1,"$90,000",8,30,0,0,0,30,0,1,1
332,2,1,"$7,332",2,69,0,0,0,69,0,0,0
334,2,1,"$95,000",6,51,0,0,0,28,0,1,1
337,2,4,"$44,200",7,45,2,0,0,45,1,2,0
342,2,2,"$40,797",3,66,0,0,0,38,0,2,1
344,2,2,"$32,863",5,79,0,0,0,79,1,0,1
345,2,2,"$53,858",9,66,0,0,0,66,0,1,1
352,2,2,"$50,732",6,69,0,0,0,69,1,2,1
355,2,4,"$45,000",4,37,1,0,0,37,0,1,0
366,2,2,"$36,480",5,33,1,0,0,33,0,2,1
373,2,1,"$9,600",6,76,0,0,0,76,0,1,1
376,2,3,"$20,000",4,27,2,0,0,27,0,0,0
381,2,3,"$95,800",4,27,1,0,0,27,0,2,1
391,2,4,"$37,000",3,41,2,0,0,41,0,2,1
395,2,2,"$2,880",5,52,0,0,0,52,0,2,1
401,3,1,"$24,000",8,32,0,1,0,32,0,1,0
405,3,2,"$305,000",8,50,0,2,0,50,0,4,1
414,3,1,"$7,000",7,36,0,0,0,36,0,1,0
417,3,2,"$93,736",8,52,0,1,0,52,0,3,1
422,3,1,"$31,000",3,39,0,0,0,39,0,1,1
425,3,2,"$265,000",9,46,0,1,0,46,0,4,1
431,3,1,"$35,000",3,52,0,0,0,52,0,1,1
432,3,3,"$80,736",6,44,1,0,0,44,0,3,1
436,3,2,"$110,000",6,34,0,0,0,24,0,2,1
449,3,2,"$85,000",8,57,0,0,1,45,0,2,1
456,3,2,"$60,000",9,26,0,1,0,26,0,5,0
459,3,4,"$65,000",3,29,2,0,0,29,1,1,0
460,3,3,"$85,000",9,44,0,0,0,19,0,2,1
467,3,2,"$58,660",7,51,0,0,0,51,0,2,0
476,3,2,"$28,000",7,25,0,0,0,25,0,3,0
479,3,2,"$60,000",5,46,0,0,0,46,0,1,0
481,3,7,"$93,000",7,28,2,1,0,28,0,1,1
482,3,1,"$33,257",9,47,0,0,0,47,1,1,0
484,3,2,"$51,034",8,46,1,0,0,46,0,1,1
486,3,1,"$18,960",8,66,0,0,0,66,1,1,0
488,3,3,"$60,837",6,57,0,0,0,57,0,2,1
492,3,1,"$75,000",6,61,0,0,0,61,0,1,1
493,3,1,"$22,000",10,28,0,0,0,28,0,0,0
496,3,2,"$97,332",9,42,0,0,0,42,1,2,1
497,3,2,"$100,030",6,33,0,0,0,33,0,2,1
499,3,4,"$59,444",8,40,2,0,0,40,0,2,1
507,3,1,"$75,000",3,37,0,0,0,37,1,1,1
508,3,2,"$154,000",8,54,0,0,0,54,1,2,1
509,3,3,"$77,636",5,46,1,0,0,46,0,1,S
515,3,5,"$69,580",5,44,2,0,0,44,0,3,1
521,3,6,"$45,000",2,40,3,0,0,32,0,4,0
523,3,2,"$15,000",7,21,1,0,0,21,0,2,0
525,3,2,"$77,000",7,34,0,0,0,34,1,3,0
530,3,2,"$78,200",7,48,0,0,1,48,1,1,1
534,3,2,"$65,852",8,73,0,0,0,73,1,2,1
543,3,2,"$94,000",6,57,0,0,0,57,0,2,1
547,3,1,"$22,501",3,78,0,0,0,78,0,1,1
548,3,3,"$100,000",9,46,1,0,0,46,0,2,1
554,3,1,"$37,649",6,39,0,1,0,39,1,1,1
555,3,3,"$25,000",5,25,0,0,0,20,0,3,0
557,3,1,"$56,000",6,45,0,1,0,45,0,1,1
560,3,2,"$51,527",8,72,0,0,1,72,1,2,1
563,3,2,"$73,740",7,52,0,0,1,52,1,2,1
564,3,3,"$75,000",5,44,0,0,0,24,0,1,1
565,3,4,"$66,908",6,36,2,0,0,36,0,2,1
567,3,3,"$121,192",9,42,1,0,0,42,0,2,1
573,3,8,"$103,599",6,28,6,1,0,28,0,5,1
575,3,1,"$130,000",8,51,0,0,0,51,0,1,1
586,3,1,"$155,000",8,53,0,0,0,53,1,1,1
587,3,2,"$75,000",6,47,0,0,0,47,0,2,1
589,3,2,"$140,000",8,29,0,1,0,29,1,2,0
599,3,3,"$30,000",2,34,1,0,0,19,0,2,0
601,4,6,"$161,000",9,41,4,0,0,30,0,2,1
608,4,2,"$54,500",4,45,0,0,0,45,1,2,0
611,4,5,"$35,000",3,34,3,0,0,34,1,2,1
612,4,2,"$30,000",5,31,1,0,0,31,1,1,1
613,4,4,"$26,000",1,36,2,0,0,19,0,2,1
620,4,3,"$50,421",8,45,1,0,0,45,0,1,1
624,4,1,"$28,000",6,66,0,0,0,66,1,1,1
625,4,2,"$72,000",5,53,0,0,0,53,1,2,1
629,4,2,"$47,065",8,42,1,0,0,42,0,1,1
634,4,2,"$48,561",5,21,1,0,0,21,1,2,0
640,4,2,"$16,000",6,22,0,0,0,14,1,1,0
654,4,5,"$90,000",7,33,3,0,0,33,0,1,1
655,4,1,"$8,560",3,72,0,0,0,72,0,0,1
656,4,2,"$48,000",5,68,0,0,0,68,0,2,1
658,4,1,"$36,236",9,75,0,0,0,75,0,1,1
659,4,3,"$102,000",4,40,0,0,0,40,1,3,0
665,4,3,"$60,000",4,49,1,0,1,49,1,2,1
669,4,1,"$60,000",9,49,0,0,0,49,0,1,1
672,4,3,"$46,000",4,28,1,0,0,28,1,1,0
679,4,1,"$20,000",3,41,0,0,0,41,0,1,1
693,4,1,"$56,699",9,45,0,0,0,45,0,1,1
695,4,3,"$127,000",6,36,1,0,0,30,1,2,0
700,4,2,"$58,600",6,43,0,0,0,43,0,1,0
706,4,2,"$24,801",4,34,1,0,0,34,0,1,1
707,4,1,"$32,200",8,51,0,1,0,51,0,1,1
712,4,3,"$45,000",3,35,1,0,0,24,1,2,1
716,4,2,"$55,000",6,39,0,0,0,39,0,0,1
728,4,2,"$92,600",6,33,0,0,0,33,1,2,0
731,4,1,"$25,000",3,45,0,0,0,45,0,1,0
737,4,3,"$76,200",6,39,1,0,0,39,0,2,1
738,4,1,"$29,375",7,68,0,0,0,68,0,1,0
739,4,4,"$43,285",3,33,2,0,0,33,0,3,1
740,4,2,"$50,000",6,39,0,0,0,39,0,2,1
742,4,2,"$15,000",3,68,0,0,0,68,0,2,1
745,4,3,"$45,000",4,47,1,0,0,47,1,2,1
752,4,3,"$92,200",5,40,1,0,0,40,0,4,1
757,4,1,"$68,000",8,52,0,0,0,52,0,1,0
760,4,1,"$46,417",8,40,0,0,0,40,0,1,1
769,4,1,"$88,000",8,44,0,0,0,44,0,1,1
774,4,2,"$17,563",3,44,1,0,0,44,0,1,0
781,4,4,"$50,000",4,36,1,0,1,36,0,6,1
789,4,4,"$16,800",7,58,2,0,0,58,0,0,0
793,4,4,"$70,867",4,42,2,0,0,42,0,2,1
795,4,2,"$46,000",6,56,0,0,0,56,0,1,1
799,4,2,"$2,400",2,60,1,0,0,60,0,1,1
804,5,3,"$38,564",4,29,1,0,0,27,0,3,1
810,5,2,"$25,000",7,42,0,0,0,42,0,0,1
812,5,1,"$40,000",3,59,0,0,0,59,1,1,0
819,5,4,"$113,936",4,34,2,0,0,34,0,3,1
822,5,4,"$71,000",5,29,2,0,0,29,0,2,1
826,5,2,"$50,000",5,53,0,0,0,53,0,2,1
827,5,3,"$32,000",3,23,1,0,0,23,1,2,0
832,5,3,"$135,000",8,37,1,0,0,39,0,2,1
835,5,2,"$35,000",5,75,0,0,0,75,1,2,1
841,5,2,"$14,000",3,68,0,0,0,68,1,1,1
847,5,4,"$109,000",8,40,2,0,0,40,0,2,1
848,5,4,"$77,000",6,53,0,0,0,53,1,4,1
851,5,1,"$26,508",9,79,0,0,0,79,0,1,1
852,5,2,"$57,300",6,50,0,0,0,50,0,2,1
853,5,2,"$66,793",5,54,0,2,0,54,1,2,1
854,5,3,"$40,000",5,50,1,0,0,50,1,1,1
858,5,2,"$37,000",7,59,0,0,0,59,0,1,1
859,5,2,"$76,576",9,34,0,0,0,24,0,1,1
862,5,3,"$50,468",5,28,2,0,0,28,0,2,1
871,5,2,"$66,072",8,25,0,0,0,21,0,3,1
873,5,3,"$54,535",3,34,1,0,0,34,0,2,1
876,5,3,"$75,000",4,46,1,0,0,46,0,3,1
878,5,1,"$23,826",3,70,0,0,0,70,0,1,1
886,5,4,"$60,650",3,31,1,0,0,31,0,4,1
890,5,2,"$75,000",7,47,0,0,0,47,0,2,1
892,5,5,"$70,000",5,42,3,0,0,42,0,4,1
894,5,1,"$70,000",8,90,0,0,0,90,0,1,1
897,5,2,"$15,000",5,37,0,0,0,37,0,2,0
898,5,5,"$24,000",4,27,3,0,0,29,0,2,1
899,5,1,"$15,000",6,28,0,0,0,28,0,1,0
901,5,1,"$30,289",9,79,0,0,1,79,0,1,1
905,5,1,"$26,512",6,75,0,0,0,75,0,1,0
910,5,1,"$16,744",6,89,0,0,0,89,0,1,1
912,5,4,"$28,000",8,30,2,0,0,30,0,2,0
915,5,3,"$81,470",10,53,1,0,0,53,0,2,1
918,5,2,"$26,118",5,63,0,0,0,63,1,2,1
919,5,2,"$25,000",2,75,0,0,0,75,1,2,1
920,5,1,"$50,500",9,49,0,0,0,49,0,1,0
931,5,2,"$75,000",6,41,0,0,0,41,0,1,1
933,5,4,"$65,000",7,40,2,0,0,40,0,1,1
936,5,1,"$18,000",3,67,0,0,0,67,0,1,1
939,5,2,"$115,000",8,45,0,0,0,45,1,3,1
941,5,1,"$35,064",3,53,0,0,0,53,0,1,1
949,5,2,"$17,640",6,44,1,0,0,44,0,1,0
952,5,2,"$39,000",3,24,0,0,0,24,0,2,0
953,5,1,"$18,000",6,65,0,0,0,65,1,1,1
958,5,1,"$32,000",8,38,0,0,0,38,0,1,0
959,5,2,"$132,000",10,56,0,0,0,56,0,2,1
963,5,3,"$13,200",4,26,1,0,0,26,0,3,0
967,5,2,"$42,375",5,28,0,0,0,28,0,2,1
968,5,4,"$65,000",3,26,2,0,0,26,0,3,0
969,5,4,"$70,100",5,32,2,0,0,32,0,2,1
971,5,4,"$88,000",5,40,2,0,0,40,0,2,1
975,5,2,"$50,000",3,63,0,0,0,63,0,1,1
990,5,5,"$47,802",9,44,3,1,0,44,0,3,1
995,5,4,"$59,913",8,43,2,0,0,43,0,2,0
999,5,1,"$34,800",6,32,0,0,0,32,0,0,1
1005,6,2,"$14,002",2,73,0,0,0,73,0,1,1
1006,1,3,"$65,226",4,37,1,0,1,37,0,1,1
1009,6,3,"$50,000",8,31,2,0,1,23,0,2,1
1010,6,1,"$15,000",8,31,0,0,0,31,0,1,0
1011,6,4,"$65,000",7,38,2,0,0,17,0,1,0
1013,6,1,"$7,900",8,51,0,0,0,51,0,1,0
1015,6,4,"$90,000",5,71,0,1,0,63,0,2,1
1017,6,2,"$17,000",9,28,0,0,0,18,0,0,1
1018,6,2,"$42,037",8,49,0,0,0,41,2,1,1
1020,6,8,"$32,000",1,33,6,0,0,18,0,3,1
1024,6,2,"$24,879",8,23,0,0,0,23,0,2,0
1028,6,5,"$48,000",3,22,3,0,0,22,0,2,0
1034,6,2,"$34,108",5,40,0,0,0,40,0,2,1
1035,6,2,"$20,000",3,65,0,0,0,65,0,1,1
1039,6,7,"$5,400",2,27,5,0,0,7,0,2,0
1041,6,5,"$29,400",2,29,3,0,0,23,0,2,1
1044,6,4,"$28,000",5,25,2,0,0,25,0,3,0
1047,6,4,"$60,000",7,37,2,0,0,37,0,2,1
1049,6,1,"$7,790",8,71,0,0,0,71,0,0,1
1050,6,3,"$80,000",4,42,1,0,0,42,0,2,0
1051,6,2,"$210,000",10,48,0,0,0,48,1,3,1
1052,6,4,"$95,100",6,36,2,0,0,36,0,3,1
1055,6,4,"$67,234",5,31,2,2,0,31,0,5,1
1057,6,2,"$28,000",3,34,1,0,0,34,1,1,0
1058,6,2,$216,3,19,2,0,1,19,0,1,0
1071,6,1,"$10,121",7,87,0,0,0,87,0,1,0
1075,6,2,"$37,495",,47,0,0,0,47,0,2,1
1080,6,2,"$30,000",7,72,0,0,0,51,1,2,1
1083,6,2,"$65,832",6,68,0,0,0,68,1,2,1
1085,6,4,"$56,000",5,36,2,0,0,36,0,3,1
1086,6,4,"$255,000",9,48,2,1,0,48,0,1,1
1087,6,4,"$51,300",3,43,2,0,0,43,0,2,1
1091,6,3,"$73,040",5,29,1,0,0,29,0,2,1
1093,6,2,"$100,000",5,80,0,0,0,80,0,1,1
1094,6,4,"$50,725",8,33,2,1,0,23,0,3,1
1096,6,5,"$227,000",8,40,3,0,1,40,0,2,1
1097,6,10,"$37,000",4,23,8,0,0,23,0,4,1
1103,6,1,"$10,389",7,77,0,0,0,77,0,1,1
1106,6,2,"$20,130",5,66,0,1,1,66,1,3,1
1107,6,1,"$8,040",6,73,0,0,0,73,0,0,0
1109,6,2,"$49,000",8,28,0,0,0,28,0,3,0
1117,6,1,"$41,400",9,60,0,0,0,60,0,1,0
1118,6,2,"$75,000",8,73,0,0,0,73,1,2,1
1120,6,1,"$31,000",3,73,0,0,0,73,1,1,1
1124,6,2,"$137,340",7,60,0,0,0,60,1,4,1
1126,6,4,"$98,200",6,37,1,0,0,37,1,1,1
1127,6,4,"$119,200",4,33,2,0,0,33,0,3,1
1136,6,2,"$250,000",9,56,0,2,0,56,0,4,1
1138,6,1,"$29,500",6,58,0,0,0,58,1,0,1
1146,6,5,"$5,000",3,38,4,0,0,38,0,1,1
1147,6,2,"$40,000",9,44,1,0,0,44,0,1,0
1149,6,4,"$37,000",3,28,2,0,0,28,0,3,1
1151,6,5,"$74,300",5,35,3,0,0,35,1,3,1
1152,6,3,"$97,000",7,48,1,0,0,48,0,2,1
1161,6,6,"$33,000",2,29,3,0,0,11,0,4,0
1164,6,4,"$46,853",6,33,2,0,0,33,0,3,1
1165,6,1,"$17,563",3,43,0,0,0,43,0,0,0
1166,6,4,"$45,000",9,32,2,0,0,32,0,2,0
1169,6,2,"$20,000",3,75,0,0,0,75,1,2,0
1176,6,2,"$53,400",6,37,0,0,0,37,0,3,1
1178,6,3,"$92,000",4,37,1,0,0,37,1,3,1
1180,6,5,"$25,000",7,37,3,1,0,37,0,2,0
1181,6,1,"$25,000",9,54,0,0,0,54,0,1,1
1182,6,1,"$17,700",3,85,0,0,0,85,0,1,0
1185,6,2,"$16,800",7,23,0,0,0,23,0,5,0
1186,6,4,"$21,960",3,27,2,0,0,18,0,4,0
1189,6,2,"$24,694",5,55,0,0,0,55,1,5,1
1193,6,1,"$7,338",6,21,0,0,0,21,0,0,0
1194,6,4,"$29,500",4,27,2,0,0,27,0,2,0
1196,6,2,"$31,363",3,57,0,0,0,57,0,4,1
1198,6,3,"$50,000",8,45,2,0,0,45,0,1,1
1202,7,5,"$153,000",3,32,3,2,0,32,0,4,1
1204,7,1,"$20,193",3,20,1,0,0,20,0,0,0
1205,7,1,"$8,712",3,81,0,0,0,81,0,0,0
1208,7,6,"$400,000",7,37,3,0,0,37,2,4,1
1209,7,1,"$121,620",6,58,0,0,1,58,0,0,1
1212,7,3,"$62,000",5,58,0,0,0,58,2,2,1
1213,7,1,"$5,592",2,44,0,0,1,44,0,0,0
1221,7,3,"$22,000",4,64,0,0,0,64,1,1,1
1226,7,2,"$30,000",4,57,0,0,0,57,1,2,1
1229,7,1,"$20,000",6,63,0,0,0,63,0,1,1
1236,7,2,"$70,050",8,48,0,0,1,48,0,2,1
1244,7,3,"$35,000",3,28,1,0,0,28,0,2,0
1253,7,2,"$38,000",7,75,0,0,0,75,1,2,1
1256,7,5,"$35,000",4,26,3,0,0,26,0,5,1
1259,7,3,"$51,400",6,36,2,0,0,36,0,1,1
1262,7,2,"$26,670",3,81,0,0,0,81,0,2,1
1266,7,5,"$81,802",6,36,3,0,0,32,0,1,1
1267,7,2,"$25,000",6,77,0,0,0,77,1,2,1
1268,7,2,"$55,823",3,53,0,0,0,53,0,2,1
1271,7,2,"$87,000",8,54,0,0,0,54,1,2,1
1279,7,2,"$27,287",3,70,0,0,0,70,0,2,1
1280,7,1,"$11,000",2,71,0,0,0,71,0,1,1
1282,7,4,"$42,325",5,36,0,0,0,36,0,4,1
1285,7,2,"$31,120",6,19,2,2,0,19,0,5,0
1291,7,4,"$65,000",6,42,2,0,0,44,0,2,1
1294,7,3,"$120,000",6,42,1,0,0,42,1,3,0
1298,7,2,"$51,381",8,50,0,0,0,50,1,2,1
1307,7,1,"$39,000",6,30,0,0,0,30,0,1,0
1314,7,4,"$48,000",5,56,1,1,0,56,0,2,1
1319,7,2,"$28,000",6,58,0,0,0,58,1,1,1
1326,7,4,"$60,200",6,34,2,0,0,34,1,3,1
1345,7,1,"$20,000",6,48,0,0,0,48,0,1,1
1346,7,1,"$28,000",3,65,0,0,0,47,0,1,0
1347,7,1,"$109,560",,70,0,0,0,41,0,0,1
1349,7,2,"$28,000",8,24,0,0,0,24,1,1,S
1352,7,1,"$75,000",9,40,0,0,0,40,0,5,1
1358,7,5,"$55,289",8,32,3,0,0,32,0,2,1
1361,7,3,"$58,000",5,22,1,0,0,22,0,2,1
1362,7,2,"$91,000",8,28,0,0,0,28,0,1,0
1369,7,3,"$74,606",4,42,1,0,0,42,0,2,1
1375,7,1,"$63,600",9,58,0,0,1,58,0,1,0
1376,7,2,"$20,000",5,54,0,0,0,54,1,2,1
1378,7,5,"$60,544",4,38,3,0,0,38,1,4,1
1382,7,3,"$60,000",6,29,1,0,0,29,0,2,1
1384,7,2,"$39,428",6,76,0,0,0,76,1,2,1
1385,7,1,"$36,000",8,51,0,0,0,51,0,2,1
1387,7,2,"$22,300",3,42,0,0,0,42,1,2,1
1395,7,2,"$39,000",9,50,0,1,0,50,0,2,1
1399,7,6,"$27,400",4,40,2,0,0,40,1,3,1
1400,7,4,"$69,000",5,36,2,0,0,36,0,2,1
1413,8,1,"$75,000",7,33,0,0,0,33,0,0,0
1416,8,3,"$52,509",5,45,1,0,0,45,1,3,1
1418,8,2,"$32,823",6,40,1,0,1,40,0,1,1
1419,8,2,"$85,000",10,29,0,0,0,20,0,2,1
1421,8,1,"$26,928",9,87,0,0,0,87,0,1,0
1425,8,3,"$53,840",4,58,0,2,0,58,1,3,1
1432,8,2,"$8,200",4,70,0,0,0,70,0,2,1
1445,8,3,"$17,000",1,31,1,0,0,17,0,2,0
1448,8,5,"$36,200",2,29,3,0,1,18,0,2,1
1462,8,4,"$16,000",1,28,2,0,0,20,0,1,0
1463,8,1,"$73,000",8,57,0,0,0,57,1,1,1
1465,8,1,"$17,000",6,55,0,0,0,55,0,1,0
1468,8,4,"$51,000",4,41,2,0,0,41,0,2,1
1474,8,3,"$18,000",3,27,1,0,0,27,0,2,0
1483,8,2,"$20,400",5,63,0,0,0,63,0,0,1
1484,8,2,"$50,000",4,71,0,0,0,71,1,2,1
1487,8,2,"$121,956",3,47,0,0,0,47,0,2,1
1491,8,4,"$75,000",8,31,2,2,0,31,0,2,1
1493,8,2,"$69,964",7,60,0,0,0,53,0,2,1
1495,8,3,"$126,000",10,44,1,1,0,44,0,4,1
1497,8,3,"$72,000",10,45,1,0,0,28,0,2,1
1498,8,4,"$30,000",4,32,1,0,0,32,0,2,1
1501,8,2,"$35,500",3,75,0,0,0,75,0,2,1
1508,8,2,"$72,267",2,33,1,0,0,33,0,1,0
1509,8,2,"$50,000",6,34,1,0,0,34,1,1,1
1510,8,2,"$50,000",6,25,1,0,0,25,0,1,0
1512,8,1,"$14,403",3,84,0,0,0,84,0,1,1
1513,8,2,"$67,000",3,44,0,0,0,44,0,2,1
1522,8,2,"$12,961",2,44,1,0,0,44,0,1,0
1523,8,1,"$29,500",6,58,0,0,0,58,0,1,1
1525,8,2,"$41,600",3,49,0,0,1,49,1,2,0
1526,8,1,"$27,790",6,62,0,0,0,62,0,0,1
1528,8,2,"$63,415",5,45,0,0,0,45,0,2,1
1535,8,3,"$34,139",8,44,1,0,0,44,0,2,1
1541,8,5,"$27,499",1,38,3,0,0,17,0,1,1
1542,8,3,"$411,000",3,37,1,2,0,37,0,5,1
1546,8,4,"$16,000",3,28,2,0,0,28,0,1,1
1550,8,2,"$12,216",1,69,0,0,0,60,0,1,1
1556,8,3,"$45,000",5,26,0,0,0,26,0,2,0
1560,8,5,"$60,000",6,31,2,0,0,31,0,5,0
1567,8,2,"$75,000",7,69,0,0,0,69,1,2,1
1569,8,2,"$27,000",9,39,0,1,0,25,0,3,0
1570,8,3,"$24,000",6,34,2,0,0,34,0,1,0
1574,8,4,"$82,000",5,33,2,0,0,33,0,3,1
1580,8,2,"$48,240",3,65,0,0,0,65,1,2,1
1584,8,1,"$39,450",8,62,0,0,0,62,0,1,1
1585,8,3,"$65,270",6,45,1,0,0,45,1,2,1
1588,8,2,"$84,000",5,47,0,0,0,47,0,2,1
1590,8,4,"$88,500",6,36,2,0,0,32,0,2,1
1591,8,3,"$75,000",2,42,1,0,0,42,1,1,1
1592,8,3,"$69,900",5,65,0,0,0,65,1,3,1
1593,8,3,"$100,000",6,44,1,0,1,44,0,3,1
1594,8,4,"$103,624",5,46,2,0,0,46,0,2,1
1599,8,5,"$30,000",3,40,3,1,0,40,0,1,0
1603,1,2,"$57,600",5,25,0,0,0,25,2,2,0
1609,1,2,"$24,000",2,91,0,0,0,91,0,0,1
1611,1,2,"$8,640",3,63,0,0,0,63,1,2,1
1613,1,4,"$86,200",5,31,2,0,0,31,0,3,1
1615,1,2,"$69,681",6,55,0,0,0,55,1,2,1
1627,1,2,"$14,400",2,87,0,0,0,87,0,0,1
1633,1,2,"$34,000",3,60,0,0,0,58,1,1,1
1638,1,3,"$49,369",3,33,1,0,0,34,1,5,0
1640,1,2,"$415,000",10,49,0,0,0,49,1,4,1
1642,1,2,"$80,006",10,61,0,0,0,61,0,2,1
1645,1,5,"$35,000",5,33,3,0,0,21,0,2,0
1649,1,2,"$25,680",3,68,0,0,0,68,0,2,1
1650,1,3,"$107,892",5,58,0,0,1,58,1,2,1
1654,1,2,"$36,000",7,45,0,0,0,45,1,3,1
1657,1,4,"$68,580",5,47,0,1,1,47,0,3,1
1664,1,3,"$73,000",8,35,1,0,0,35,1,2,1
1665,1,3,"$14,368",6,41,1,0,0,41,1,0,S
1667,1,2,"$65,600",4,56,0,0,0,56,0,2,1
1668,1,1,"$10,000",4,69,0,0,0,69,1,0,0
1669,1,4,"$5,167",1,33,2,0,0,25,0,1,0
1672,1,2,"$42,629",5,36,0,0,0,24,0,2,1
1679,1,4,"$33,500",3,44,2,0,0,44,1,0,1
1684,1,1,"$6,000",3,36,0,0,0,36,0,1,0
1686,1,2,$0,8,50,0,0,0,50,0,0,1
1687,1,3,"$81,000",5,40,1,0,0,40,1,6,1
1693,1,2,"$11,518",3,31,1,0,0,31,0,0,0
1700,1,4,"$34,500",8,33,2,0,0,33,1,1,1
1704,1,3,"$77,000",5,32,1,0,0,32,0,3,1
1706,1,4,"$50,000",7,36,1,1,0,36,1,2,1
